R_fighter,B_fighter,Winner
Jonathan Wilson,Ion Cutelaba,Blue
Kelly Faszholz,Ketlen Vieira,Blue
Rani Yahya,Michinori Tanaka,Red
Renan Barao,Phillipe Nover,Red
Thiago Santos,Eric Spicely,Blue
Godofredo Pepey,Mike de la Torre,Red
Gilbert Burns,Michel Prazeres,Blue
Roy Nelson,Antonio Silva,Red
Cristiane Justino,Lina Lansberg,Red
Francisco Trinaldo,Paul Felder,Red
Jussier Formiga,Dustin Ortiz,Red
Erick Silva,Luan Chagas,Red
Vicente Luque,Hector Urbina,Red
Alan Patrick,Stevie Ray,Red
Glaico Franca Moreira,Gregor Gillespie,Blue
Dustin Poirier,Michael Johnson,Blue
Chris Wade,Islam Makhachev,Blue
Evan Dunham,Rick Glenn,Red
Roan Carneiro,Kenny Robertson,Red
Gabriel Benitez,Sam Sicilia,Red
Uriah Hall,Derek Brunson,Blue
Chas Skelly,Maximo Blanco,Red
Augusto Montano,Belal Muhammad,Blue
Erick Montano,Randy Brown,Blue
Antonio Carlos Junior,Leonardo Guimaraes,Red
Alejandro Perez,Albert Morales,Draw
Jose Quinonez,Joey Gomez,Red
Nik Lentz,Michael McBride,Red
Stipe Miocic,Alistair Overeem,Red
CM Punk,Mickey Gall,Blue
Urijah Faber,Jimmie Rivera,Blue
Jessica Andrade,Joanne Calderwood,Red
Fabricio Werdum,Travis Browne,Red
Brad Tavares,Caio Magalhaes,Red
Jessica Eye,Bethe Correia,Blue
Drew Dober,Jason Gonzalez,Red
Yancy Medeiros,Sean Spencer,Red
Ryan Bader,Ilir Latifi,Red
Peter Sobotta,Nicolas Dalby,Red
Ashlee Evans-Smith,Veronica Macedo,Red
Taylor Lapilus,Leandro Issa,Red
Nick Hein,Tae Hyun Bang,Red
Andrei Arlovski,Josh Barnett,Blue
Jessin Ayari,Jim Wallhead,Red
Alexander Gustafsson,Jan Blachowicz,Red
Jarjis Danho,Christian Colombo,Draw
Scott Askham,Jack Hermansson,Blue
Rustam Khabilov,Leandro Silva,Red
Sam Alvey,Kevin Casey,Red
Garreth McLellan,Alessio Di Chirico,Blue
Anthony Pettis,Charles Oliveira,Red
Joe Lauzon,Jim Miller,Blue
Shane Campbell,Felipe Silva,Blue
Demian Maia,Carlos Condit,Red
Enrique Barzola,Kyle Bochniak,Blue
Paige VanZant,Bec Rawlings,Red
Chad Laprise,Thibault Gouti,Red
Jeremy Kennedy,Alex Ricci,Red
Cody Garbrandt,Takeya Mizugaki,Red
Artem Lobov,Chris Avila,Red
Rick Story,Donald Cerrone,Blue
Raquel Pennington,Elizabeth Phillips,Red
Hyun Gyu Lim,Mike Perry,Blue
Anthony Johnson,Glover Teixeira,Red
Tim Means,Sabah Homasi,Red
Nate Diaz,Conor McGregor,Blue
Colby Covington,Max Griffin,Red
Randa Markos,Cortney Casey,Blue
Neil Magny,Lorenz Larkin,Blue
Alberto Uda,Marvin Vettori,Blue
Viktor Pesta,Marcin Tybura,Blue
Court McGee,Dominique Steele,Red
Thales Leites,Chris Camozzi,Red
Trevor Smith,Joseph Gigliotti,Red
Santiago Ponzinibbio,Zak Cummings,Red
Dennis Bermudez,Rony Jason,Red
Maryna Moroz,Danielle Taylor,Red
Yair Rodriguez,Alex Caceres,Red
David Teymur,Jason Novelli,Red
Teruto Ishihara,Horacio Gutierrez,Red
Chase Sherman,Justin Ledet,Blue
Cub Swanson,Tatsuya Kawajiri,Red
Ryan Benoit,Fredy Serrano,Red
Rose Namajunas,Karolina Kowalkiewicz,Blue
Francisco Rivera,Erik Perez,Blue
Nikita Krylov,Ed Herman,Red
Matt Brown,Jake Ellenberger,Blue
Anthony Hamilton,Damian Grabowski,Red
Ross Pearson,Jorge Masvidal,Blue
Robbie Lawler,Tyron Woodley,Blue
Wilson Reis,Hector Sandoval,Red
Michael Graves,Bojan Velickovic,Draw
Cesar Arzamendia,Damien Brown,Blue
Kamaru Usman,Alexander Yakovlev,Red
Felice Herrig,Kailin Curran,Red
Francis Ngannou,Bojan Mihajlovic,Red
Frankie Saenz,Eddie Wineland,Blue
Holly Holm,Valentina Shevchenko,Blue
Edson Barboza,Gilbert Melendez,Red
Darren Elkins,Godofredo Pepey,Red
Michel Prazeres,JC Cottrell,Red
Alex Oliveira,James Moontasri,Red
Luis Henrique,Dmitrii Smoliakov,Red
Jim Alers,Jason Knight,Blue
Louis Smolka,Ben Nguyen,Red
Tim Boetsch,Josh Samman,Red
Tony Ferguson,Lando Vannata,Red
Kyle Noke,Keita Nakamura,Blue
Michael McDonald,John Lineker,Blue
Lauren Murphy,Katlyn Chookagian,Blue
Aleksei Oleinik,Daniel Omielanczuk,Blue
Eric Spicely,Sam Alvey,Blue
Cortney Casey,Cristina Stanciu,Red
Devin Clark,Alex Nicholson,Blue
Rani Yahya,Matthew Lopez,Red
Scott Holtzman,Cody Pfister,Red
Jose Aldo,Frankie Edgar,Red
Cain Velasquez,Travis Browne,Red
Miesha Tate,Amanda Nunes,Blue
Cat Zingano,Julianna Pena,Blue
TJ Dillashaw,Raphael Assuncao,Red
Daniel Cormier,Anderson Silva,Red
Brock Lesnar,Mark Hunt,Draw
Johny Hendricks,Kelvin Gastelum,Blue
Diego Sanchez,Joe Lauzon,Blue
Sage Northcutt,Enrique Marin,Red
Gegard Mousasi,Thiago Santos,Red
Jim Miller,Takanori Gomi,Red
Joanna Jedrzejczyk,Claudia Gadelha,Red
Joaquim Silva,Andrew Holbrook,Red
Andrew Sanchez,Khalil Rountree Jr.,Red
Ross Pearson,Will Brooks,Blue
Tatiana Suarez,Amanda Cooper,Red
Dooho Choi,Thiago Tavares,Red
John Moraga,Matheus Nicolau,Blue
Gray Maynard,Fernando Bruno,Red
Jake Matthews,Kevin Lee,Blue
Cory Hendricks,Josh Stansbury,Blue
Cezar Ferreira,Anthony Smith,Red
Li Jingliang,Anton Zafir,Red
Rafael Dos Anjos,Eddie Alvarez,Blue
Russell Doane,Pedro Munhoz,Blue
Roy Nelson,Derrick Lewis,Blue
Joe Duffy,Mitch Clarke,Red
John Makdessi,Mehdi Baghdad,Red
Mike Pyle,Alberto Mina,Blue
Anthony Birchak,Dileno Lopes,Red
Gilbert Burns,Lukasz Sajewski,Red
Alan Jouban,Belal Muhammad,Red
Felipe Arantes,Jerrod Sanders,Red
Marco Beltran,Reginaldo Vieira,Red
Vicente Luque,Alvaro Herrera Mendoza,Red
Tamdan McCrory,Krzysztof Jotko,Blue
Misha Cirkunov,Ion Cutelaba,Red
Valerie Letourneau,Joanne Calderwood,Blue
Rory MacDonald,Stephen Thompson,Blue
Steve Bosse,Sean O'Connell,Red
Olivier Aubin-Mercier,Thibault Gouti,Red
Donald Cerrone,Patrick Cote,Red
Jason Saggo,Leandro Silva,Red
Randa Markos,Jocelyn Jones-Lybarger,Red
Elias Theodorou,Sam Alvey,Red
Chris Beal,Joe Soto,Blue
Colby Covington,Jonathan Meunier,Red
Ali Bagautinov,Geane Herrera,Red
Luke Rockhold,Michael Bisping,Blue
Max Holloway,Ricardo Lamas,Red
Jessica Penne,Jessica Andrade,Blue
Brian Ortega,Clay Guida,Red
Beneil Dariush,James Vick,Red
Dan Henderson,Hector Lombard,Red
Dominick Cruz,Urijah Faber,Red
Dustin Poirier,Bobby Green,Red
Kevin Casey,Elvis Mutapcic,Draw
Jonathan Wilson,Henrique da Silva,Blue
Cole Miller,Alex Caceres,Blue
Sean Strickland,Tom Breese,Red
Marco Polo Reyes,Dong Hyun Ma,Red
Jorge Masvidal,Lorenz Larkin,Blue
Thomas Almeida,Cody Garbrandt,Blue
Chris Camozzi,Vitor Miranda,Red
Sara McMann,Jessica Eye,Red
Joshua Burkman,Paul Felder,Blue
Renan Barao,Jeremy Stephens,Blue
Tarec Saffiedine,Rick Story,Blue
Abel Trujillo,Jordan Rinaldi,Red
Jake Collier,Alberto Uda,Red
Erik Koch,Shane Campbell,Red
Aljamain Sterling,Bryan Caraway,Blue
Chris de la Rocha,Adam Milstead,Blue
Thiago Santos,Nate Marquardt,Red
Francisco Trinaldo,Yancy Medeiros,Red
Mauricio Rua,Corey Anderson,Red
Cristiane Justino,Leslie Smith,Red
Fabricio Werdum,Stipe Miocic,Blue
Demian Maia,Matt Brown,Red
Jacare Souza,Vitor Belfort,Red
Warlley Alves,Bryan Barberena,Blue
John Lineker,Rob Font,Red
Sergio Moraes,Luan Chagas,Draw
Renato Moicano,Zubaira Tukhugov,Red
Rogerio Nogueira,Patrick Cummins,Red
Antonio Silva,Stefan Struve,Blue
Albert Tumenov,Gunnar Nelson,Blue
Rustam Khabilov,Chris Wade,Red
Alistair Overeem,Andrei Arlovski,Red
Nikita Krylov,Francimar Barroso,Red
Karolina Kowalkiewicz,Heather Clark,Red
Germaine de Randamie,Anna Elmose,Red
Magnus Cedenblad,Garreth McLellan,Red
Jon Tuck,Josh Emmett,Blue
Kyoji Horiguchi,Neil Seery,Red
Yan Cabral,Reza Madadi,Blue
Yuta Sasaki,Willie Gates,Red
Leon Edwards,Dominic Waters,Red
Yair Rodriguez,Andre Fili,Red
Anthony Pettis,Edson Barboza,Blue
Danny Roberts,Dominique Steele,Red
Sergio Pettis,Chris Kelades,Red
Carla Esparza,Juliana Lima,Red
Jon Jones,Ovince Saint Preux,Red
Demetrious Johnson,Henry Cejudo,Red
Robert Whittaker,Rafael Natal,Red
Glaico Franca Moreira,James Vick,Blue
Walt Harris,Cody East,Red
Marcos Rogerio de Lima,Clint Hester,Red
Efrain Escudero,Kevin Lee,Blue
Beneil Dariush,Michael Chiesa,Blue
Bethe Correia,Raquel Pennington,Blue
Court McGee,Santiago Ponzinibbio,Blue
Randy Brown,Michael Graves,Blue
Rose Namajunas,Tecia Torres,Red
Khabib Nurmagomedov,Darrell Horcher,Red
Cub Swanson,Hacran Dias,Red
Glover Teixeira,Rashad Evans,Red
John Dodson,Manvel Gamburyan,Red
Oluwale Bamgbose,Cezar Ferreira,Blue
Elizeu Zaleski dos Santos,Omari Akhmedov,Red
Igor Pokrajac,Jan Blachowicz,Blue
Ian Entwistle,Alejandro Perez,Blue
Derrick Lewis,Gabriel Gonzaga,Red
Nicolas Dalby,Zak Cummings,Blue
Timothy Johnson,Marcin Tybura,Red
Maryna Moroz,Cristina Stanciu,Red
Ben Rothwell,Junior Dos Santos,Blue
Francis Ngannou,Curtis Blaydes,Red
Mairbek Taisumov,Damir Hadzovic,Red
Filip Pejic,Damian Stasiak,Blue
Jared Cannonier,Cyril Asker,Red
Robert Whiteford,Lucas Martins,Blue
Alessio Di Chirico,Bojan Velickovic,Blue
Mark Hunt,Frank Mir,Red
Hector Lombard,Neil Magny,Blue
Bec Rawlings,Seo Hee Ham,Red
Jake Matthews,Johnny Case,Red
Daniel Kelly,Antonio Carlos Junior,Red
James Te Huna,Steve Bosse,Blue
Dan Hooker,Mark Eddiva,Red
Brendan O'Reilly,Alan Jouban,Blue
Leslie Smith,Rin Nakai,Red
Ross Pearson,Chad Laprise,Red
Richard Walsh,Viscardi Andrade,Blue
Alan Patrick,Damien Brown,Red
Vitor Miranda,Marcelo Guimaraes,Red
Brandon Thatch,Siyar Bahadurzada,Blue
Amanda Nunes,Valentina Shevchenko,Red
Conor McGregor,Nate Diaz,Blue
Erick Silva,Nordine Taleb,Blue
Corey Anderson,Tom Lawlor,Red
Holly Holm,Miesha Tate,Blue
Gian Villante,Ilir Latifi,Blue
Darren Elkins,Chas Skelly,Red
Jason Saggo,Justin Salas,Red
Diego Sanchez,Jim Miller,Red
Julian Erosa,Teruto Ishihara,Blue
Scott Askham,Chris Dempsey,Red
Tom Breese,Keita Nakamura,Red
Anderson Silva,Michael Bisping,Blue
Mike Wilkinson,Makwan Amirkhani,Blue
Arnold Allen,Yaotzin Meza,Red
Gegard Mousasi,Thales Leites,Red
Davey Grant,Marlon Vera,Red
Francisco Rivera,Brad Pickett,Blue
Norman Parke,Rustam Khabilov,Blue
Teemu Packalen,Thibault Gouti,Red
Brad Scott,Krzysztof Jotko,Blue
David Teymur,Martin Svensson,Red
Daniel Omielanczuk,Jarjis Danho,Red
Dennis Bermudez,Tatsuya Kawajiri,Red
Cody Garbrandt,Augusto Mendes,Red
Daniel Sarafian,Oluwale Bamgbose,Blue
Derek Brunson,Roan Carneiro,Red
Donald Cerrone,Alex Oliveira,Red
Alex Garcia,Sean Strickland,Blue
James Krause,Shane Campbell,Red
Chris Camozzi,Joe Riggs,Red
Anthony Smith,Leonardo Guimaraes,Red
Marion Reneau,Ashlee Evans-Smith,Blue
Lauren Murphy,Kelly Faszholz,Red
Jonavin Webb,Nathan Coy,Blue
Anthony Hamilton,Shamil Abdurakhimov,Blue
Derrick Lewis,Damian Grabowski,Red
Johny Hendricks,Stephen Thompson,Blue
Mike Pyle,Sean Spencer,Red
Misha Cirkunov,Alex Nicholson,Red
Joshua Burkman,KJ Noons,Red
Ovince Saint Preux,Rafael Cavalcante,Red
Joseph Benavidez,Zach Makovsky,Red
Roy Nelson,Jared Rosholt,Red
Noad Lahat,Diego Rivas,Blue
Ray Borg,Justin Scoggins,Blue
Mickey Gall,Mike Jackson,Red
Artem Lobov,Alex White,Blue
Sage Northcutt,Bryan Barberena,Blue
Tarec Saffiedine,Jake Ellenberger,Red
Olivier Aubin-Mercier,Diego Ferreira,Blue
Rafael Natal,Kevin Casey,Red
Dustin Ortiz,Wilson Reis,Blue
Anthony Johnson,Ryan Bader,Red
Josh Barnett,Ben Rothwell,Blue
Iuri Alcantara,Jimmie Rivera,Blue
Matt Dwyer,Randy Brown,Blue
George Sullivan,Alexander Yakovlev,Blue
Alex Caceres,Masio Fullen,Red
Damon Jackson,Levan Makashvili,Draw
Anthony Rocco Martin,Felipe Olivieri,Red
Maximo Blanco,Luke Sanders,Blue
Tim Boetsch,Ed Herman,Blue
Patrick Cote,Ben Saunders,Red
Ross Pearson,Francisco Trinaldo,Blue
Travis Browne,Matt Mitrione,Red
Anthony Pettis,Eddie Alvarez,Blue
Chris Wade,Mehdi Baghdad,Red
TJ Dillashaw,Dominick Cruz,Blue
Ilir Latifi,Sean O'Connell,Red
Paul Felder,Daron Cruickshank,Red
Rob Font,Joey Gomez,Red
Francimar Barroso,Elvis Mutapcic,Red
Charles Rosa,Kyle Bochniak,Red
Justine Kish,Nina Ansaroff,Red
Diego Brandao,Brian Ortega,Blue
Kyle Noke,Alex Morono,Blue
Abel Trujillo,Tony Sims,Red
Lorenz Larkin,Albert Tumenov,Blue
Stipe Miocic,Andrei Arlovski,Red
Michael McDonald,Masanori Kanehara,Red
Joe Soto,Michinori Tanaka,Blue
Robbie Lawler,Carlos Condit,Red
Dustin Poirier,Joe Duffy,Red
Scott Holtzman,Drew Dober,Blue
Sheldon Westcott,Edgar Garcia,Red
Rafael Dos Anjos,Donald Cerrone,Red
Randa Markos,Karolina Kowalkiewicz,Blue
Charles Oliveira,Myles Jury,Red
CB Dollaway,Nate Marquardt,Blue
Josh Samman,Tamdan McCrory,Blue
Michael Johnson,Nate Diaz,Blue
Junior Dos Santos,Alistair Overeem,Blue
Sarah Kaufman,Valentina Shevchenko,Blue
Kamaru Usman,Leon Edwards,Red
Hayder Hassan,Vicente Luque,Blue
Cole Miller,Jim Alers,Draw
Nik Lentz,Danny Castillo,Red
Francis Ngannou,Luis Henrique,Red
Warlley Alves,Colby Covington,Red
Tecia Torres,Jocelyn Jones-Lybarger,Red
Jacare Souza,Yoel Romero,Blue
Jose Aldo,Conor McGregor,Blue
Chris Weidman,Luke Rockhold,Blue
Urijah Faber,Frankie Saenz,Red
Demian Maia,Gunnar Nelson,Red
Max Holloway,Jeremy Stephens,Red
Leonardo Santos,Kevin Lee,Red
Joe Proctor,Magomed Mustafaev,Blue
Court McGee,Marcio Alexandre Junior,Red
John Makdessi,Yancy Medeiros,Blue
Julian Erosa,Marcin Wrzosek,Red
Artem Lobov,Ryan Hall,Blue
Tatsuya Kawajiri,Jason Knight,Red
Edson Barboza,Tony Ferguson,Blue
Joe Lauzon,Evan Dunham,Blue
Ryan LaFlare,Mike Pierce,Red
Gabriel Gonzaga,Konstantin Erokhin,Red
Frankie Edgar,Chad Mendes,Red
Joby Sanchez,Geane Herrera,Blue
Chris Gruetzemacher,Abner Lloveras,Red
Antonio Carlos Junior,Kevin Casey,Draw
Jim Miller,Michael Chiesa,Blue
Omari Akhmedov,Sergio Moraes,Blue
Elias Theodorou,Thiago Santos,Blue
Rose Namajunas,Paige VanZant,Red
Sage Northcutt,Cody Pfister,Red
Aljamain Sterling,Johnny Eduardo,Red
Tim Means,John Howard,Red
Danny Roberts,Nathan Coy,Red
Santiago Ponzinibbio,Andreas Stahl,Red
Zubaira Tukhugov,Phillipe Nover,Red
Kailin Curran,Emily Kagan,Red
Dongi Yang,Jake Collier,Red
Seo Hee Ham,Cortney Casey,Red
Dong Hyun Kim,Dominic Waters,Red
Yoshihiro Akiyama,Alberto Mina,Blue
Tae Hyun Bang,Leo Kuntz,Red
Benson Henderson,Jorge Masvidal,Red
Dooho Choi,Sam Sicilia,Red
Yui Chul Nam,Mike de la Torre,Blue
Dominique Steele,Dong Hyun Ma,Red
Guangyou Ning,Marco Beltran,Blue
Yao Zhikui,Fredy Serrano,Blue
Jussier Formiga,Henry Cejudo,Blue
Efrain Escudero,Leandro Silva,Blue
Neil Magny,Kelvin Gastelum,Red
Ricardo Lamas,Diego Sanchez,Red
Erick Montano,Enrique Marin,Red
Horacio Gutierrez,Enrique Barzola,Blue
Erik Perez,Taylor Lapilus,Red
Hector Urbina,Bartosz Fabinski,Blue
Valmir Lazaro,Michel Prazeres,Blue
Vernon Ramos Ho,Alvaro Herrera Mendoza,Blue
Cesar Arzamendia,Marco Polo Reyes,Blue
Gabriel Benitez,Andre Fili,Blue
Alejandro Perez,Scott Jorgensen,Red
Anthony Perosh,Gian Villante,Blue
Kyle Noke,Peter Sobotta,Red
Uriah Hall,Robert Whittaker,Blue
Stefan Struve,Jared Rosholt,Blue
Jake Matthews,Akbarh Arreola,Red
Ronda Rousey,Holly Holm,Blue
Joanna Jedrzejczyk,Valerie Letourneau,Red
Mark Hunt,Antonio Silva,Red
Richie Vaculik,Danny Martinez,Blue
Daniel Kelly,Steve Montgomery,Red
Richard Walsh,Steve Kennedy,Red
James Moontasri,Anton Zafir,Red
Ben Nguyen,Ryan Benoit,Red
Yan Cabral,Johnny Case,Blue
Thomas Almeida,Anthony Birchak,Red
Alex Oliveira,Piotr Hallmann,Red
Glover Teixeira,Patrick Cummins,Red
Gilbert Burns,Rashid Magomedov,Blue
Fabio Maldonado,Corey Anderson,Blue
Vitor Belfort,Dan Henderson,Red
Gleison Tibau,Abel Trujillo,Blue
Clay Guida,Thiago Tavares,Blue
Edimilson Souza,Chas Skelly,Blue
Viscardi Andrade,Gasan Umalatov,Red
Bruno Rodrigues,Matheus Nicolau,Blue
Pedro Munhoz,Jimmie Rivera,Blue
Scott Askham,Krzysztof Jotko,Blue
Norman Parke,Reza Madadi,Red
Aisling Daly,Ericka Almeida,Red
Neil Seery,Jon Delos Reyes,Red
Nicolas Dalby,Darren Till,Draw
Cathal Pendred,Tom Breese,Blue
Paddy Holohan,Louis Smolka,Blue
Stevie Ray,Mickael Lebout,Red
Darren Elkins,Robert Whiteford,Red
Bubba Bush,Garreth McLellan,Blue
Yair Rodriguez,Dan Hooker,Red
Ryan Bader,Rashad Evans,Red
Joseph Benavidez,Ali Bagautinov,Red
Adriano Martins,Islam Makhachev,Red
Shawn Jordan,Ruslan Magomedov,Blue
Jessica Eye,Julianna Pena,Blue
Alan Jouban,Albert Tumenov,Blue
Daniel Cormier,Alexander Gustafsson,Red
Rose Namajunas,Angela Hill,Red
Francisco Trevino,Sage Northcutt,Blue
Chris Cariaso,Sergio Pettis,Blue
Derrick Lewis,Viktor Pesta,Red
Katsunori Kikuno,Diego Brandao,Blue
Keita Nakamura,Li Jingliang,Red
Nick Hein,Yusuke Kasuya,Red
Gegard Mousasi,Uriah Hall,Blue
Josh Barnett,Roy Nelson,Red
Kyoji Horiguchi,Chico Camus,Red
Takeya Mizugaki,George Roop,Red
Mizuto Hirota,Teruto Ishihara,Draw
Shinsho Anzai,Roger Zapata,Red
Naoyuki Kotani,Kajan Johnson,Blue
Ross Pearson,Paul Felder,Red
Anthony Johnson,Jimi Manuwa,Red
Paige VanZant,Alex Chambers,Red
Jessica Andrade,Raquel Pennington,Blue
Demetrious Johnson,John Dodson,Red
Jan Blachowicz,Corey Anderson,Blue
Francisco Rivera,John Lineker,Blue
Andrei Arlovski,Frank Mir,Red
Joe Riggs,Ron Stallings,Red
Clay Collard,Tiago dos Santos e Silva,Blue
Joaquim Silva,Nazareno Malegarie,Red
Maryna Moroz,Valerie Letourneau,Blue
Max Holloway,Charles Oliveira,Red
Sam Stout,Frankie Perez,Blue
Chad Laprise,Francisco Trinaldo,Blue
Yves Jabouin,Felipe Arantes,Blue
Neil Magny,Erick Silva,Red
Patrick Cote,Joshua Burkman,Red
Olivier Aubin-Mercier,Tony Sims,Red
Misha Cirkunov,Daniel Jolly,Red
Shane Campbell,Elias Silverio,Red
Marcos Rogerio de Lima,Nikita Krylov,Blue
Chris Kelades,Chris Beal,Red
Derek Brunson,Sam Alvey,Red
Sara McMann,Amanda Nunes,Blue
Jared Rosholt,Timothy Johnson,Red
Michael Johnson,Beneil Dariush,Blue
Uriah Hall,Oluwale Bamgbose,Red
Glover Teixeira,Ovince Saint Preux,Red
Ray Borg,Geane Herrera,Red
Chris Camozzi,Tom Watson,Red
Frankie Saenz,Sirwan Kakai,Red
Dustin Ortiz,Willie Gates,Red
Chris Dempsey,Jonathan Wilson,Blue
Marlon Vera,Roman Salazar,Red
Anthony Christodoulou,Scott Holtzman,Blue
Demian Maia,Neil Magny,Red
Ronda Rousey,Bethe Correia,Red
Stefan Struve,Antonio Rodrigo Nogueira,Red
Antonio Silva,Soa Palelei,Red
Glaico Franca Moreira,Fernando Bruno,Red
Claudia Gadelha,Jessica Aguilar,Red
Mauricio Rua,Rogerio Nogueira,Red
Reginaldo Vieira,Dileno Lopes,Red
Rafael Cavalcante,Patrick Cummins,Blue
Iuri Alcantara,Leandro Issa,Red
Warlley Alves,Nordine Taleb,Red
Vitor Miranda,Clint Hester,Red
Hugo Viana,Guido Cannetti,Blue
Edson Barboza,Paul Felder,Red
Joe Lauzon,Takanori Gomi,Red
Jim Miller,Danny Castillo,Red
Gian Villante,Tom Lawlor,Blue
Eddie Wineland,Bryan Caraway,Blue
TJ Dillashaw,Renan Barao,Red
Kenny Robertson,Ben Saunders,Blue
Miesha Tate,Jessica Eye,Red
Daron Cruickshank,James Krause,Blue
Zak Cummings,Dominique Steele,Red
Jessamyn Duke,Elizabeth Phillips,Blue
Ramsey Nijem,Andrew Holbrook,Blue
Leon Edwards,Pawel Pawlak,Red
Joanne Calderwood,Cortney Casey,Red
Joe Duffy,Ivan Jorge,Red
Ross Pearson,Evan Dunham,Blue
Paddy Holohan,Vaughan Lee,Red
Michael Bisping,Thales Leites,Red
Stevie Ray,Leonardo Mafra,Red
Ilir Latifi,Hans Stringer,Red
Mickael Lebout,Teemu Packalen,Red
Robert Whiteford,Paul Redmond,Red
Daniel Omielanczuk,Chris de la Rocha,Red
Marcus Brimage,Jimmie Rivera,Blue
Sam Sicilia,Yaotzin Meza,Red
Alan Jouban,Matt Dwyer,Red
Jessica Andrade,Sarah Moras,Red
Kevin Lee,James Moontasri,Red
Josh Thomson,Tony Ferguson,Blue
Scott Jorgensen,Manvel Gamburyan,Blue
Holly Holm,Marion Reneau,Red
Frank Mir,Todd Duffee,Red
Rani Yahya,Masanori Kanehara,Red
Andrew Craig,Lyman Good,Blue
Igor Araujo,Sean Strickland,Blue
Kevin Casey,Ildemar Alcantara,Red
Maximo Blanco,Mike de la Torre,Red
Jorge Masvidal,Cezar Ferreira,Red
Josh Samman,Caio Magalhaes,Red
Angela Magana,Michelle Waterson,Blue
Jake Ellenberger,Stephen Thompson,Blue
Kamaru Usman,Hayder Hassan,Red
Russell Doane,Jerrod Sanders,Blue
Michael Graves,Vicente Luque,Red
Darrell Montague,Willie Gates,Blue
George Sullivan,Dominic Waters,Red
Dan Miller,Trevor Smith,Blue
Chad Mendes,Conor McGregor,Blue
Matt Brown,Tim Means,Red
Gunnar Nelson,Brandon Thatch,Red
Robbie Lawler,Rory MacDonald,Red
Cathal Pendred,John Howard,Blue
Mike Swick,Alex Garcia,Blue
Brad Pickett,Thomas Almeida,Blue
Dennis Bermudez,Jeremy Stephens,Blue
Neil Seery,Louis Smolka,Blue
Yosdenis Cedeno,Cody Pfister,Blue
Cody Garbrandt,Henry Briones,Red
Steve Montgomery,Tony Sims,Blue
Santiago Ponzinibbio,Lorenz Larkin,Blue
Antonio Carlos Junior,Eddie Gordon,Red
Leandro Silva,Lewis Gonzalez,Red
Lyoto Machida,Yoel Romero,Blue
Hacran Dias,Levan Makashvili,Red
Thiago Santos,Steve Bosse,Red
Alex Oliveira,Joe Merritt,Red
Danny Martinez,Sirwan Kakai,Blue
Nick Hein,Lukasz Sajewski,Red
Joanna Jedrzejczyk,Jessica Penne,Red
Dennis Siver,Tatsuya Kawajiri,Blue
Peter Sobotta,Steve Kennedy,Red
Makwan Amirkhani,Masio Fullen,Red
Mairbek Taisumov,Alan Patrick,Red
Alan Omer,Arnold Allen,Blue
Niklas Backstrom,Noad Lahat,Blue
Scott Askham,Antonio Dos Santos,Red
Taylor Lapilus,Yuta Sasaki,Red
Piotr Hallmann,Magomed Mustafaev,Blue
Alejandro Perez,Patrick Williams,Blue
Henry Cejudo,Chico Camus,Red
Tecia Torres,Angela Hill,Red
Yair Rodriguez,Charles Rosa,Red
Gilbert Melendez,Eddie Alvarez,Blue
Cain Velasquez,Fabricio Werdum,Blue
Kelvin Gastelum,Nate Marquardt,Red
Efrain Escudero,Drew Dober,Red
Francisco Trevino,Johnny Case,Blue
Gabriel Benitez,Clay Collard,Red
Augusto Montano,Cathal Pendred,Blue
Tim Boetsch,Dan Henderson,Blue
Francisco Rivera,Alex Caceres,Red
Joe Soto,Anthony Birchak,Blue
Thiago Tavares,Brian Ortega,Blue
Dustin Poirier,Yancy Medeiros,Red
Ben Rothwell,Matt Mitrione,Red
Shawn Jordan,Derrick Lewis,Red
Brian Ebersole,Omari Akhmedov,Blue
Ricardo Abreu,Jake Collier,Blue
Chris Wade,Christos Giagos,Red
Jose Quinonez,Leonardo Morales,Red
Joe Proctor,Justin Edwards,Red
Wendell Oliveira Marques,Darren Till,Blue
KJ Noons,Alex Oliveira,Blue
Jussier Formiga,Wilson Reis,Red
Francimar Barroso,Ryan Jimmo,Red
Rony Jason,Damon Jackson,Draw
Carlos Condit,Thiago Alves,Red
Francisco Trinaldo,Norman Parke,Red
Nik Lentz,Charles Oliveira,Blue
Juliana Lima,Ericka Almeida,Red
Luiz Dutra,Tom Breese,Blue
Elizeu Zaleski dos Santos,Nicolas Dalby,Blue
Lucas Martins,Mirsad Bektic,Blue
Chris Weidman,Vitor Belfort,Red
Uriah Hall,Rafael Natal,Blue
John Dodson,Zach Makovsky,Red
Anthony Johnson,Daniel Cormier,Blue
Travis Browne,Andrei Arlovski,Blue
Dong Hyun Kim,Joshua Burkman,Red
Joseph Benavidez,John Moraga,Red
Donald Cerrone,John Makdessi,Red
Islam Makhachev,Leo Kuntz,Red
Mike Pyle,Colby Covington,Blue
Justin Scoggins,Josh Sampo,Red
Hyun Gyu Lim,Neil Magny,Blue
Gegard Mousasi,Constantinos Philippou,Red
Mark Eddiva,Levan Makashvili,Blue
Tae Hyun Bang,Jon Tuck,Blue
Zhang Lipeng,Kajan Johnson,Blue
Mark Munoz,Luke Barnatt,Red
Phillipe Nover,Yui Chul Nam,Red
Frankie Edgar,Urijah Faber,Red
Roldan Sangcha'an,Jon Delos Reyes,Blue
